id,is_iceberg
5941774d,0.0112384193552
4023181e,0.034942183702
b20200e4,0.00187900790264
e7f018bb,0.996002164363
4371c8c3,0.487433700542
a8d9b1fd,0.310913800036
29e7727e,0.036510910853
92a51ffb,0.996002164363
c769ac97,0.00155982496973
aee0547d,0.00155982496973
565b28ac,0.00155982496973
e04e9775,0.0141421521219
8e8161d1,0.00155982496973
4cf4d256,0.41444797102
139e5324,0.964664455224
f156976f,0.00932909075228
68a117cc,0.1487244516
d9aa7a56,0.610947091165
9005b143,0.0608285402669
5f6d3988,0.978535180418
9ad70954,0.0417173281645
b9087b9e,0.387493233694
a39a1427,0.175840083699
82fbe8ed,0.00155982496973
1fae4879,0.00155982496973
6dd8f13d,0.0020835565656
bbad5958,0.0187768383297
54527583,0.252940428058
be8fa29c,0.0978701458199
81a3328f,0.996002164363
1a3c0ab3,0.0020835565656
4deeeb8b,0.991806011111
ac6d5632,0.462944808973
472dadb5,0.81192631624
96093f95,0.146828735747
f5b4e3df,0.996002164363
e01a3c92,0.0894914771225
001680af,0.195667404622
8e639f33,0.144138049735
a2c16612,0.876987199825
a6d76474,0.0018317636214
19c47684,0.94009225594
015827b6,0.00166971507962
7df7f7ce,0.306286220335
0bbf1a3f,0.993756485778
636cfbb7,0.574225997392
7370030a,0.99576008872
43aa97ad,0.00198889801253
ba2b5e63,0.996002164363
dfdd335b,0.543318218396
e79b13dc,0.0309890973842
dc32b195,0.277514025507
6d868590,0.985240339393
75fa59aa,0.845405046284
ffe50836,0.0433249332769
a7bfd784,0.983325716651
b3d569e3,0.00271158259466
6c538c5b,0.0353005464853
5c7c15f4,0.00187900790264
0b745139,0.062184643354
fd14608e,0.00665757484075
f0bc8305,0.00602838425573
a10ccb28,0.996002164363
543304c7,0.482573700628
6c3a4078,0.00155982496973
9b73cc75,0.0318473533792
5c6c71b1,0.00832381311564
09ee9186,0.214233929923
207c35cf,0.425912345315
153c813e,0.0020835565656
5605d58b,0.909227558727
642ca396,0.00155982496973
d32d72c0,0.013652703007
16646a17,0.98309427753
384074af,0.169383950397
69bf1e8c,0.599332256494
9e90a054,0.930742241628
89dbe7f7,0.99576008872
dbd27d22,0.659858492213
a2ea1561,0.015628320844
d63402af,0.00810689254633
1ac8bb92,0.98312860993
8beffca5,0.312044256827
46741f3e,0.0018317636214
e5ee6aa7,0.0020835565656
5ecd892b,0.561563483697
69892166,0.0331704818251
2f725a81,0.00829129334787
810abfe4,0.0018317636214
e6f973e6,0.459791990004
c60a5c46,0.0384660591197
c42b9e08,0.669226320331
c3f00c23,0.00283045886884
5307fdb8,0.964738560868
3e4f005e,0.00155982496973
4a4cc2e0,0.786586031924
9bdd88d1,0.00155982496973
0d832bed,0.0348497695949
14a134fa,0.672054864273
78a41676,0.0018317636214
0bd4658e,0.0152496476373
4a311bb0,0.960692265097
f939c817,0.00155982496973
956adc4d,0.996002164363
f8a119f5,0.344512081321
61faa1ad,0.00700029945149
6725eb3e,0.00186212143691
17b3a8fd,0.208832369858
49a88dfc,0.0018317636214
2d6ec645,0.459981589677
0d4d77ba,0.479538248158
3ee672a2,0.995805440194
738b41fd,0.0468737400403
f7fb320d,0.661649625047
b42fad18,0.00155982496973
4ab8b00a,0.392867986585
f7870f2b,0.0914741153135
4978666a,0.985789555099
f1b0d6c7,0.030881371852
5642407f,0.00155982496973
36d4ff92,0.982137049876
4139aba2,0.0401167955243
7585ce58,0.112682117016
33e25984,0.995249647571
ac46f3c9,0.00617081304134
fc34a5b8,0.370300925706
85c36a8f,0.62847857114
b2d8a426,0.697866760467
13ec60d1,0.742550892875
9d440f42,0.219794831193
1c0a891e,0.15484824309
981c3bc3,0.995805440194
295604f4,0.0126449625582
16ca16c3,0.582251483189
b4dda837,0.02666249648
88d088ef,0.026557623246
1b4fa160,0.136650556945
f371bd82,0.0463390579431
b130a0b7,0.996002164363
ebf1de82,0.971850311848
01e651c3,0.00176437363269
51b1fecc,0.889860259435
fa635a31,0.00166971507962
97b7d789,0.00155982496973
2f598053,0.00186212143691
c0e3e148,0.496652511046
cfa175a8,0.112915525239
3d7e09d8,0.985041100369
44a13d1b,0.95293615936
c66b0948,0.801390020168
976a6d64,0.0457979877225
8bbd8909,0.851524991045
522890fd,0.00184049034597
f23a3b95,0.497289882951
680039dc,0.00651865237048
93028e53,0.210586913705
22a16932,0.00746257056417
7d8126d2,0.0128331452618
ba2ecd75,0.00155982496973
8071bdd7,0.626659213802
96d5aeee,0.00155982496973
154be68f,0.953240120751
d8c2bfe2,0.973808612849
f76d47b0,0.971063656636
0e781ade,0.0018317636214
13cf6060,0.00155982496973
cd99f710,0.00186212143691
d10005bb,0.00176437363269
3a31445f,0.996002164363
3157202d,0.401726898451
6ee64703,0.993707900833
e5de8685,0.0619174974589
02cc70ba,0.0025533632357
50984a87,0.204693693801
fa94957a,0.984583422462
eab406b4,0.017981435283
3ad39398,0.934112628923
9ecf3802,0.00195122698535
6048ae7b,0.00155982496973
9dc68871,0.0109692806492
13701465,0.146854871078
8d8779f3,0.00193967729047
0712f269,0.00371425065429
722c2597,0.00155982496973
478a2b08,0.985154251549
38f5fb41,0.903830443874
c52ad74d,0.99576008872
0c85fd09,0.00155982496973
f1582cba,0.812583309509
ff836697,0.846015616368
ddfe4802,0.00187800999633
3cef3bc7,0.996002164363
6a21542b,0.985437493047
150e23c4,0.996002164363
078c6d99,0.94536011069
1dcd1dc3,0.0018317636214
39967e45,0.0727796033292
6b6333aa,0.0020835565656
4ae61433,0.00879707982913
f96362e0,0.00270390066847
97a88aac,0.00155982496973
427ae8ce,0.977137902138
209d4b15,0.0123669702198
64b453bd,0.00155982496973
0f5a484e,0.476379681164
5ac74969,0.832463732142
736ed43e,0.158334752318
8533795f,0.914462116896
f5b54fb6,0.72608676559
6eb4c041,0.15236515964
97afdf42,0.715198951916
1bb488db,0.080495872282
f132e44d,0.00227078756161
d3c2f140,0.0343843085949
1756794d,0.866635604194
9efcc11f,0.00155982496973
14c966cf,0.961705912049
59cfe4d1,0.192205085614
883151f4,0.0018317636214
34c4c9ff,0.352229007393
70b4c2eb,0.13568817577
96a337d9,0.522781670773
7fe89ffa,0.624695101914
057c7a22,0.00155982496973
451cc057,0.00201385211496
05076700,0.00155982496973
dc52f6c1,0.00398670925227
b03a59f9,0.00166971507962
129ed4b0,0.877946667228
fb611563,0.996002164363
ac32e6f1,0.138145888377
c05c5ab0,0.65063023476
3163d5ed,0.00287060823533
02096ca4,0.975763576055
e92496c0,0.00499802321888
1a9e2c50,0.978535180418
0864e334,0.753160496542
d976faeb,0.942081113452
1d7b342f,0.202611980752
281bc1ea,0.00155982496973
bea9f0cf,0.413598826783
f4afa0e6,0.00155982496973
e1b5ef69,0.636413837416
b50539fd,0.443556163366
2a8c9c15,0.978800467952
157ebb0c,0.996002164363
247d3614,0.00155982496973
0c6cc0cb,0.00155982496973
aae88d39,0.00176437363269
0c77b464,0.00155982496973
963cf5ea,0.0438281169831
1b371d8b,0.979329801296
225bc00f,0.00233610505923
bc0a4eec,0.00314056755022
1099782e,0.303553866647
a18feadd,0.993832874446
ad7f4932,0.474596986904
5f8f831e,0.751798070537
b5167c35,0.00891302691116
0230b06d,0.944987845166
f8d7f7ba,0.00166971507962
08bd1053,0.421851338965
58e4dc8c,0.00155982496973
4793ce8e,0.335903163364
304caab4,0.00155982496973
f2ee6d7f,0.462940530077
e1f9c0e4,0.990575929724
8e40401c,0.77628085339
5d9eaba2,0.165100226497
55e7562c,0.280535682533
9da6cb4b,0.00155982496973
c3c1c8ec,0.0018317636214
3b38698e,0.173445030908
6c9eb909,0.00985064996646
482a3d1d,0.0018317636214
0e9918f0,0.290741418227
ef894fd2,0.00198889801253
4b82e7f7,0.996002164363
b9cdd7fb,0.00209934009266
94a496f4,0.0586657784789
995eacae,0.809780596858
41b02e58,0.979274704457
69f04617,0.00606724420723
c889a03c,0.989484266835
91f98acf,0.996002164363
9135c19f,0.979681003594
1f0e9c09,0.00155982496973
260d6e8e,0.0020835565656
46334397,0.00155982496973
f34ddf31,0.00186212143691
4d6177d7,0.261149103815
76a57270,0.867325466752
217b8cea,0.00193967729047
9a45a566,0.0018317636214
1b55c75e,0.00155982496973
7bd92ec6,0.996002164363
6c409f41,0.0302841429616
df3e48eb,0.992730697538
62723e57,0.0018317636214
b8e627bf,0.00227078756161
86bb5d85,0.0584086445688
77e5034c,0.0118988147471
607079e5,0.455472239739
96879fb4,0.0018317636214
6afe606d,0.885689511472
4129802f,0.944874707141
a42300ef,0.235797678079
1af842f5,0.984316443475
3fe57d78,0.988752624256
f4e60ed5,0.978213882772
68c8337b,0.117112153294
914ed5b5,0.968497262719
a6bb5987,0.994302282813
c781c439,0.00541529640675
47a1a25e,0.366717407715
80ea0713,0.90118297668
a9d001bc,0.242828501584
f94d098a,0.053885168576
3e230e0e,0.197192725275
24afa485,0.00187900790264
bc37db7f,0.0235919085842
83f99e4d,0.00155982496973
1a8d86f7,0.0603935081237
38136419,0.766956337436
d393e637,0.170579018866
36902570,0.990760691911
327f7b25,0.982510657648
3f8543c6,0.168574206461
a0d42a70,0.0445105002819
e07ba430,0.335016876686
c6e53803,0.470715259828
fec4dad8,0.0932424380579
933fc5ba,0.775883747024
c27eda4e,0.996002164363
9b94d2c2,0.00928184647105
a2dbdb31,0.829621589911
816258dd,0.0218096463529
81f11218,0.00186212143691
c4bd9d04,0.441792126574
c6ce9bf9,0.989769059468
a7b3cc29,0.0018317636214
527870bf,0.506189403205
9af26068,0.988829271944
0b591e70,0.970628210812
2b1e57c5,0.167979927745
194db786,0.566921435765
e09ba644,0.995842823371
fa2ed3e5,0.986191897223
1ba92726,0.97591808623
8c8f45b4,0.00155982496973
f8889f44,0.0018317636214
598e255b,0.00155982496973
45f1aa7a,0.934174904803
022956a3,0.0018317636214
d406064d,0.977675699548
76617947,0.00194165373129
d0e5dccb,0.197395388704
33271da6,0.0018317636214
0840e2b1,0.236946879692
521a9f4d,0.800211880947
7286b1dc,0.879093053578
5b6acc2d,0.122316714913
e034cd34,0.00213949453167
46577660,0.402722120681
bb4d6f24,0.982148012768
bfc7a3f2,0.974218245203
abc66be8,0.110470369458
3627189f,0.996002164363
e49a77f6,0.0018317636214
a209d7ee,0.189129547724
dee69cf6,0.766084252146
9a6261a0,0.0354608397492
a8e444c6,0.0018317636214
a6a66a28,0.983614964656
db7022ff,0.00155982496973
0dfb45d9,0.574307882058
81c983aa,0.0020835565656
a98fb5e1,0.983538508938
99e004d7,0.0020835565656
d16e5fbb,0.00155982496973
3c352f9e,0.0475579737244
12202699,0.00186212143691
86af0236,0.148848525282
f3703e6f,0.72113876313
4a71dc34,0.345375778633
321edcdc,0.00333242400584
e365a657,0.0018317636214
45755c9c,0.00155982496973
873b0829,0.0018317636214
72ccd009,0.00329069919744
205243d9,0.814572948214
d9202f36,0.974881714039
9d0c30b0,0.0123213343745
56644ace,0.00155982496973
c63f527f,0.340757884963
bb84b9bd,0.996002164363
6f68caf0,0.281501939019
8492119b,0.0176609861393
71bde48d,0.983220945277
d2d6e2ba,0.908377642157
6f4b309c,0.40673370508
b3cc5ba3,0.110799274094
fee39547,0.158794216799
4893137a,0.980931051528
e283c4c4,0.734279802945
25bac62b,0.188636369057
8fd88dd6,0.00155982496973
b48c104e,0.018331881701
221d500b,0.0681078877432
8f0de087,0.25292797485
32342e03,0.00166971507962
a8da99d8,0.00197366645571
93203755,0.558819458984
d3c88528,0.992477991308
0d7a17b3,0.181581419033
bd72f5ec,0.983218255226
e953c0fd,0.30054494149
e730b6c6,0.978535180418
c086033a,0.0126652222536
a521d303,0.0128636734879
b023957a,0.143576728372
3e0f04e8,0.0018317636214
60647cba,0.00155982496973
2f5c43a8,0.783209347264
b54ba69b,0.835069422967
eac962ff,0.956020005078
7e2a3763,0.00166971507962
9362d863,0.250825964215
8f1b833c,0.963772863046
79727ff5,0.00166971507962
62614c75,0.982179415504
75a03adf,0.182489370267
cf138392,0.848287346004
bf467a96,0.00166971507962
c8b34651,0.499591278488
105a5c54,0.00242167356748
bf6de75c,0.97901147388
060702c8,0.996002164363
921bad2c,0.954284207099
e0d17eb0,0.873560421061
9a3825c9,0.982465140141
8eda717f,0.00872621835262
78906e0c,0.995805440194
c60100ad,0.996002164363
90a72a52,0.00358620993659
d80e4ed4,0.003841140423
339cd0d2,0.317873499572
d99de899,0.0705087190782
357e20d1,0.0020835565656
a4d190da,0.247897923734
bd226217,0.00176437363269
