id,is_iceberg
5941774d,0.0
4023181e,0.0
b20200e4,0.0
e7f018bb,1.0
4371c8c3,0.487433701754
a8d9b1fd,0.310913801193
29e7727e,0.0
92a51ffb,1.0
c769ac97,0.0
aee0547d,0.0
565b28ac,0.0
e04e9775,0.0
8e8161d1,0.0
4cf4d256,0.414447963238
139e5324,1.0
f156976f,0.0
68a117cc,0.0
d9aa7a56,0.610947072506
9005b143,0.0
5f6d3988,1.0
9ad70954,0.0
b9087b9e,0.387493222952
a39a1427,0.0
82fbe8ed,0.0
1fae4879,0.0
6dd8f13d,0.0
bbad5958,0.0
54527583,0.252940416336
be8fa29c,0.0
81a3328f,1.0
1a3c0ab3,0.0
4deeeb8b,1.0
ac6d5632,0.462944805622
472dadb5,1.0
96093f95,0.0
f5b4e3df,1.0
e01a3c92,0.0
001680af,0.0
8e639f33,0.0
a2c16612,1.0
a6d76474,0.0
19c47684,1.0
015827b6,0.0
7df7f7ce,0.306286215782
0bbf1a3f,1.0
636cfbb7,0.574226021767
7370030a,1.0
43aa97ad,0.0
ba2b5e63,1.0
dfdd335b,0.543318212032
e79b13dc,0.0
dc32b195,0.277514010668
6d868590,1.0
75fa59aa,1.0
ffe50836,0.0
a7bfd784,1.0
b3d569e3,0.0
6c538c5b,0.0
5c7c15f4,0.0
0b745139,0.0
fd14608e,0.0
f0bc8305,0.0
a10ccb28,1.0
543304c7,0.48257368803
6c3a4078,0.0
9b73cc75,0.0
5c6c71b1,0.0
09ee9186,0.0
207c35cf,0.425912350416
153c813e,0.0
5605d58b,1.0
642ca396,0.0
d32d72c0,0.0
16646a17,1.0
384074af,0.0
69bf1e8c,0.599332273006
9e90a054,1.0
89dbe7f7,1.0
dbd27d22,0.659858465195
a2ea1561,0.0
d63402af,0.0
1ac8bb92,1.0
8beffca5,0.312044262886
46741f3e,0.0
e5ee6aa7,0.0
5ecd892b,0.561563491821
69892166,0.0
2f725a81,0.0
810abfe4,0.0
e6f973e6,0.459791988134
c60a5c46,0.0
c42b9e08,0.6692263484
c3f00c23,0.0
5307fdb8,1.0
3e4f005e,0.0
4a4cc2e0,1.0
9bdd88d1,0.0
0d832bed,0.0
14a134fa,0.672054886818
78a41676,0.0
0bd4658e,0.0
4a311bb0,1.0
f939c817,0.0
956adc4d,1.0
f8a119f5,0.344512075186
61faa1ad,0.0
6725eb3e,0.0
17b3a8fd,0.0
49a88dfc,0.0
2d6ec645,0.459981590509
0d4d77ba,0.47953826189
3ee672a2,1.0
738b41fd,0.0
f7fb320d,0.661649644375
b42fad18,0.0
4ab8b00a,0.392867982388
f7870f2b,0.0
4978666a,1.0
f1b0d6c7,0.0
5642407f,0.0
36d4ff92,1.0
4139aba2,0.0
7585ce58,0.0
33e25984,1.0
ac46f3c9,0.0
fc34a5b8,0.370300918818
85c36a8f,0.628478586674
b2d8a426,0.697866737843
13ec60d1,0.742550909519
9d440f42,0.0
1c0a891e,0.0
981c3bc3,1.0
295604f4,0.0
16ca16c3,0.582251489162
b4dda837,0.0
88d088ef,0.0
1b4fa160,0.0
f371bd82,0.0
b130a0b7,1.0
ebf1de82,1.0
01e651c3,0.0
51b1fecc,1.0
fa635a31,0.0
97b7d789,0.0
2f598053,0.0
c0e3e148,0.496652513742
cfa175a8,0.0
3d7e09d8,1.0
44a13d1b,1.0
c66b0948,1.0
976a6d64,0.0
8bbd8909,1.0
522890fd,0.0
f23a3b95,0.497289896011
680039dc,0.0
93028e53,0.0
22a16932,0.0
7d8126d2,0.0
ba2ecd75,0.0
8071bdd7,0.626659214497
96d5aeee,0.0
154be68f,1.0
d8c2bfe2,1.0
f76d47b0,1.0
0e781ade,0.0
13cf6060,0.0
cd99f710,0.0
d10005bb,0.0
3a31445f,1.0
3157202d,0.401726901531
6ee64703,1.0
e5de8685,0.0
02cc70ba,0.0
50984a87,0.0
fa94957a,1.0
eab406b4,0.0
3ad39398,1.0
9ecf3802,0.0
6048ae7b,0.0
9dc68871,0.0
13701465,0.0
8d8779f3,0.0
0712f269,0.0
722c2597,0.0
478a2b08,1.0
38f5fb41,1.0
c52ad74d,1.0
0c85fd09,0.0
f1582cba,1.0
ff836697,1.0
ddfe4802,0.0
3cef3bc7,1.0
6a21542b,1.0
150e23c4,1.0
078c6d99,1.0
1dcd1dc3,0.0
39967e45,0.0
6b6333aa,0.0
4ae61433,0.0
f96362e0,0.0
97a88aac,0.0
427ae8ce,1.0
209d4b15,0.0
64b453bd,0.0
0f5a484e,0.476379692554
5ac74969,1.0
736ed43e,0.0
8533795f,1.0
f5b54fb6,0.72608679533
6eb4c041,0.0
97afdf42,0.715198934078
1bb488db,0.0
f132e44d,0.0
d3c2f140,0.0
1756794d,1.0
9efcc11f,0.0
14c966cf,1.0
59cfe4d1,0.0
883151f4,0.0
34c4c9ff,0.352228999138
70b4c2eb,0.0
96a337d9,0.522781670094
7fe89ffa,0.624695122242
057c7a22,0.0
451cc057,0.0
05076700,0.0
dc52f6c1,0.0
b03a59f9,0.0
129ed4b0,1.0
fb611563,1.0
ac32e6f1,0.0
c05c5ab0,0.650630235672
3163d5ed,0.0
02096ca4,1.0
e92496c0,0.0
1a9e2c50,1.0
0864e334,1.0
d976faeb,1.0
1d7b342f,0.0
281bc1ea,0.0
bea9f0cf,0.413598835468
f4afa0e6,0.0
e1b5ef69,0.636413812637
b50539fd,0.443556159735
2a8c9c15,1.0
157ebb0c,1.0
247d3614,0.0
0c6cc0cb,0.0
aae88d39,0.0
0c77b464,0.0
963cf5ea,0.0
1b371d8b,1.0
225bc00f,0.0
bc0a4eec,0.0
1099782e,0.303553879261
a18feadd,1.0
ad7f4932,0.474596977234
5f8f831e,1.0
b5167c35,0.0
0230b06d,1.0
f8d7f7ba,0.0
08bd1053,0.421851336956
58e4dc8c,0.0
4793ce8e,0.335903167725
304caab4,0.0
f2ee6d7f,0.46294054389
e1f9c0e4,1.0
8e40401c,0.776280879974
5d9eaba2,0.0
55e7562c,0.280535668135
9da6cb4b,0.0
c3c1c8ec,0.0
3b38698e,0.0
6c9eb909,0.0
482a3d1d,0.0
0e9918f0,0.290741413832
ef894fd2,0.0
4b82e7f7,1.0
b9cdd7fb,0.0
94a496f4,0.0
995eacae,1.0
41b02e58,1.0
69f04617,0.0
c889a03c,1.0
91f98acf,1.0
9135c19f,1.0
1f0e9c09,0.0
260d6e8e,0.0
46334397,0.0
f34ddf31,0.0
4d6177d7,0.26114910841
76a57270,1.0
217b8cea,0.0
9a45a566,0.0
1b55c75e,0.0
7bd92ec6,1.0
6c409f41,0.0
df3e48eb,1.0
62723e57,0.0
b8e627bf,0.0
86bb5d85,0.0
77e5034c,0.0
607079e5,0.455472230911
96879fb4,0.0
6afe606d,1.0
4129802f,1.0
a42300ef,0.0
1af842f5,1.0
3fe57d78,1.0
f4e60ed5,1.0
68c8337b,0.0
914ed5b5,1.0
a6bb5987,1.0
c781c439,0.0
47a1a25e,0.366717398167
80ea0713,1.0
a9d001bc,0.0
f94d098a,0.0
3e230e0e,0.0
24afa485,0.0
bc37db7f,0.0
83f99e4d,0.0
1a8d86f7,0.0
38136419,1.0
d393e637,0.0
36902570,1.0
327f7b25,1.0
3f8543c6,0.0
a0d42a70,0.0
e07ba430,0.335016876459
c6e53803,0.470715254545
fec4dad8,0.0
933fc5ba,1.0
c27eda4e,1.0
9b94d2c2,0.0
a2dbdb31,1.0
